District	Machine	Count	Name	Type	Election
D10	M1	16	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D10	M2	15	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D11	M1	14	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D11	M2	27	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D11	M3	30	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D12	M1	27	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D12	M2	17	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D13	M1	40	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D13	M2	42	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D14	M1	29	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D14	M2	16	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D15	M1	20	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D15	M2	28	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D16	M1	22	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D16	M2	26	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D17	M1	34	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D17	M2	14	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D18	M1	21	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D18	M2	19	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D19	M1	14	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D19	M2	10	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D20	M1	15	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D20	M2	29	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D21	M1	21	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D21	M2	18	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D22	M1	44	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D22	M2	30	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	115	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
Prov	Prov	11	NO	NJ State Question 2	Princeton - ELECTION - November 4, 2014
D1	M1	56 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D1	M2	100 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D1	M3	66 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D2	M1	87 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D2	M2	67 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D3	M1	56 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D3	M2	66 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D4	M1	74 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D4	M2	74 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D5	M1	111 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D5	M2	48 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D6	M1	107 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D6	M2	68 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D7	M1	71 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D7	M2	71 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D8	M1	39 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D8	M2	149 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D9	M1	62 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D9	M2	77 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D10	M1	64 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D10	M2	56 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D11	M1	78 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D11	M2	98 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D11	M3	136 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D12	M1	92 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D12	M2	66 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D13	M1	193 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D13	M2	142 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D14	M1	83 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D14	M2	65 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D15	M1	84 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D15	M2	97 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D16	M1	87 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D16	M2	111 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D17	M1	95 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D17	M2	37 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D18	M1	115 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D18	M2	76 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D19	M1	115 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D19	M2	46 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D20	M1	60 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D20	M2	135 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D21	M1	72 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D21	M2	73 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D22	M1	93 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D22	M2	48 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	408 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
Prov	Prov	35 	YES	Mercer County Question	Princeton - ELECTION - November 4, 2014
D1	M1	35 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D1	M2	71 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D1	M3	44 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D2	M1	41 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D2	M2	45 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D3	M1	63 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D3	M2	71 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D4	M1	56 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D4	M2	54 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D5	M1	49 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D5	M2	22 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D6	M1	60 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D6	M2	35 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D7	M1	29 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D7	M2	15 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D8	M1	10 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D8	M2	53 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D9	M1	48 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D9	M2	47 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D10	M1	46 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D10	M2	36 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D11	M1	40 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D11	M2	55 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D11	M3	65 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D12	M1	42 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D12	M2	26 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D13	M1	92 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D13	M2	72 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D14	M1	62 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D14	M2	39 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D15	M1	39 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D15	M2	55 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D16	M1	39 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D16	M2	55 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D17	M1	65 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D17	M2	31 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D18	M1	46 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D18	M2	34 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D19	M1	23 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D19	M2	16 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D20	M1	37 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D20	M2	57 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D21	M1	37 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D21	M2	34 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D22	M1	84 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
D22	M2	56 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
Mail In	Mail In	254 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
Prov	Prov	12 	NO	Mercer County Question	Princeton - ELECTION - November 4, 2014
